addr,name,subsystem,conf,size,ninsn,callers,purpose
0x02073510,bt_buf_zalloc_b,BT,high,54,17,0,allocate zeroed buffer from BT pool B
0x02073546,bt_list_pop_locked,BT,med,114,38,0,SMP-locked pop of first node from list
0x020735b8,bt_pool_param_set,BT,med,34,9,0,"set per-pool percentage byte, assert index<2"
0x020735da,bt_pool_usage_calc,BT,med,262,89,0,sum buffer usage against percentage watermark
0x020736e0,bt_buf_pools_init,BT,high,116,34,0,"init BT buffer pools, mutex and accounting"
0x02073754,bt_sched_recalc_timing,BT,low,456,164,0,recompute per-type scheduling timing table
0x0207391c,bt_sched_switch_current,BT,high,70,26,0,"switch current runnable object, invoke out/in callbacks"
0x02073962,bt_sched_pick_next,BT,med,266,94,0,"pick next runnable object, age dynamic priorities"
0x02073a6c,bt_sched_remove,BT,med,242,76,0,"remove object from run list, reschedule if current"
0x02073b5e,bt_sched_idle_obj_cleanup,BT,low,128,40,0,deferred removal of idle object when flagged
0x02073bde,bt_sched_set_pending_ptr,BT,low,102,33,0,store pending-object pointer under SMP lock
0x02073c44,bt_obj_flag_bit1_set,BT,med,106,37,0,set or clear object flag bit1 under lock
0x02073cae,bt_sched_run_with_override,BT,low,106,37,0,schedule object with temporary timing override
0x02073d18,bt_sched_block,BT,med,96,32,0,locked wrapper: remove object from run list
0x02073d78,bt_sched_sleepable_check,BT,med,38,13,0,check only light-weight object types remain pending
0x02073d9e,bt_sched_ready,BT,med,228,77,0,"make object runnable: reset quantum, enqueue, preempt"
0x02073e82,bt_sched_idle_create,BT,med,210,69,0,create and ready idle object when none flagged
0x02073f54,bt_sched_reset_prios,BT,med,122,42,0,"reset all dynamic priorities, deselect current object"
0x02073fce,bt_sched_schedule,BT,med,96,32,0,locked wrapper invoking scheduler pick-next
0x0207402e,bt_sched_resched_if_current,BT,low,50,15,0,reschedule only if given object is current
0x02074060,bt_sched_wakeup,BT,med,96,32,0,locked wrapper: wake/ready an object
0x020740c0,bt_sched_kick_type32,BT,low,146,47,0,"kick scheduler for every type-32 object, trace"
0x02074152,bt_sched_shutdown,BT,med,556,173,0,"drain run list, release trace ids, reset scheduler"
0x0207437e,bt_sched_timing_update,BT,low,910,400,0,set object byte and recompute timing under lock
0x0207470c,ld16_unaligned,MEMLIB,high,14,6,0,load u16 from byte pair (unaligned read)
0x0207471a,slist_iter_has_next,MEMLIB,med,28,13,0,list iterator: test whether next node exists
0x02074736,slist_iter_next,MEMLIB,med,32,14,0,"list iterator: advance cursor, return node"
0x02074756,bt_list_find_by_u16,BT,med,46,19,0,find list node by u16 id field
0x02074784,bt_chan_table_lookup,BT,med,54,21,0,"map (type,id16) to index via 24-entry table"
0x020747ba,bt_conn_slot_by_handle,BT,med,44,16,0,"find connection slot by 10-bit handle, else 0xFF"
0x020747e6,bt_pkt_tx_space,BT,med,186,64,0,compute fragment payload capacity of TX ring
0x020748a0,bt_pkt_fragment_write,BT,med,356,120,0,write buffer as MTU-fragmented records into ring
0x02074a04,bt_conn_first_active,BT,low,36,14,0,return first connection slot with nonzero handle
0x02074a28,bt_pkt_layer_init,BT,med,262,86,0,"init packet-layer context: tables, ring, handle register"
0x02074b2e,bt_pkt_evt_notify,BT,med,20,6,0,post 0xFF event to packet module message queue
0x02074b42,slist_unlink_node,MEMLIB,high,18,8,0,remove node from singly-linked list
0x02074b54,bt_node_list_remove,BT,med,14,5,0,unlink node from module list at 0x01c09de8
0x02074b62,btstack_cmd_dispatch,BT,med,876,288,0,"validate, copy varargs, switch cmds, else queue to cmd cbuf"
0x02074ece,bt_put_be32_field12,BT,med,16,8,0,store u32 big-endian into struct offset 12
0x02074ede,bt_chanmap_clear_type,BT,med,42,15,0,clear channel-map entries matching type nibble
0x02074f08,bt_chanmap_entry_update,BT,med,98,37,0,"find, allocate or free 24-slot channel-map entry"
0x02074f6a,bt_state_set_bit11,BT,low,54,22,0,set bit 0x800 in big-endian state word
0x02074fa0,bt_state_clr_bit13,BT,low,64,24,0,clear flag byte and bit 0x2000 in state word
0x02074fe0,bt_cfg_set_word4,BT,low,14,4,0,store constant 8000 into config halfword +4
0x02074fee,bt_cfg_set_word6,BT,low,14,4,0,store constant 8000 into config halfword +6
0x02074ffc,bt_state_set_bit12,BT,low,54,22,0,set bit 0x1000 in big-endian state word
0x02075032,bt_state_mark_magic,BT,low,64,24,0,force 0x23 marker bytes in state word
0x02075072,crc16_nibble,MATHLIB,med,56,21,0,nibble-wise 16-bit CRC over buffer via table
0x020750aa,bt_addr_hash_build,BT,med,56,26,0,build 6-byte address hash frame from BT MAC and CRC
0x020750e2,bt_ota_hook_set_a,BT,low,16,4,0,store update-module entry point into hook slot
0x020750f2,bt_ota_hook_set_b,BT,low,16,4,0,store update-module entry point into hook slot
0x02075102,bt_host_ipc_init,BT,low,58,15,0,"register IPC handler, await sync, install ops block"
0x0207513c,bt_link_role_match,BT,low,54,16,0,compare state-word field against BT context role bits
0x02075172,bt_conn_find_by_addr,BT,high,62,22,0,find connection context entry by 6-byte BD_ADDR
0x020751b0,bt_conn_select_active,BT,med,142,53,0,pick usable connection entry by flags and handle
0x0207523e,bt_dev_info_by_addr,BT,med,10,3,0,wrapper: lookup device handle/info by address
0x02075248,bt_disconnect_by_addr,BT,med,38,17,0,disconnect link when address known (type 0 or 2)
0x0207526e,bt_pkt_buf_alloc,BT,med,22,8,0,"allocate BT packet buffer, return payload pointer"
0x02075284,pkt_put_le16,BT,high,16,6,0,write u16 little-endian into packet buffer
0x02075294,bt_pkt_build_fmt,BT,med,174,71,0,build packet from format descriptor plus varargs
0x02075342,bt_pkt_queue_tx,BT,med,118,39,0,queue packet to connection tx window or free
0x020753b8,bt_pkt_fmt_send,BT,med,142,56,0,"size, allocate, build and queue formatted packet"
0x02075446,bt_tx_credit_avail,BT,med,76,28,0,"sum per-node counters against quota, return credits"
0x02075492,bt_tx_can_send,BT,med,24,10,0,test whether connection id has tx credits
0x020754aa,bt_tx_idle_recheck,BT,low,28,10,0,re-check credits when tx busy flag clear
0x020754c6,bt_tx_busy_lock,BT,med,26,8,0,"set tx busy flag, return previous state"
0x020754e0,bt_tx_window_commit,BT,low,172,54,0,"write tx window header into ring, bump counters"
0x0207558c,bt_tx_resume_locked,BT,low,100,35,0,resume locked tx: rebuild header and commit window
0x020755f0,bt_tx_send_fmt5,BT,low,58,24,0,"lock tx, build fmt-5 packet on ring, send"
0x0207562a,slist_insert_unique,MEMLIB,med,20,9,0,insert node at list head if not already linked
0x0207563e,bt_node_enqueue,BT,low,18,7,0,enqueue node into global pending list 0x1c0c920
0x02075650,bt_flags16_set,BT,med,8,4,0,set flag bits in struct halfword +16
0x02075658,bt_bond_addr_update,BT,med,204,71,0,register or clear 6-byte address in two-slot table
0x02075724,bt_addr_counter_next,BT,med,30,10,0,increment wrapping address/nonce counter byte
0x02075742,bt_flags16_clr,BT,med,10,4,0,clear flag bits in struct halfword +16
0x0207574c,bt_flag_field_gate,BT,low,12,6,0,return bits5+ field gated by flag bit1
0x02075758,bt_event_deliver,BT,med,40,18,0,dispatch event to connection handler or global handler
0x02075780,l2cap_emit_channel_opened,BT,med,118,43,0,"emit 0x70 channel-opened event: status, addr, cid/mtu fields"
0x020757f6,l2cap_emit_event_74,BT,low,44,17,0,emit 5-byte l2cap event 0x74 with cid and param
0x02075822,l2cap_emit_channel_closed,BT,med,40,16,0,emit 0x71 channel-closed event carrying channel id
0x0207584a,l2cap_channel_free,BT,med,38,14,0,"emit close event, unlink channel, free to pool"
0x02075870,bt_list_iter_link,BT,low,12,5,0,link iterator node to list head fields
0x0207587c,l2cap_channel_iter_init,BT,low,12,4,0,init channel-list iterator over 0x1c0c6dc list
0x02075888,l2cap_run,BT,high,1170,397,0,"process signaling queue, channel state machines, pending tx"
0x02075d1a,bt_stack_flag_224_read,BT,low,18,6,0,return whether bt struct flag at +224 set
0x02075d2c,btstack_config_command,BT,med,616,206,0,"BT cmd dispatcher: set name/addr/keys, disconnect-all, event log"
0x02075f94,bt_addr_cache_scan,BT,low,96,30,0,scan 8-slot 6-byte addr cache from rotating index
0x02075ff4,bt_addr_cache_index_update,BT,low,52,16,0,advance or clear rotating addr-cache slot index
0x02076028,bt_active_connection_count,BT,low,54,21,0,count used 24-byte connection entries with handles
0x0207605e,cfree,MEMLIB,high,24,8,0,libc cfree: release block back to heap pool
0x02076076,btctrler_op_wrap_65a72,BT,low,24,8,0,null-guarded forwarder to hci-layer routine 0x65a72
0x0207608e,btctrler_op_wrap_65d1a,BT,low,34,11,0,"state-checked forwarder to 0x65d1a, -EINVAL when idle"
0x020760b0,btctrler_op_wrap_7307a,BT,low,24,8,0,null-guarded forwarder to transport routine 0x7307a
0x020760c8,btctrler_op_wrap_65ea2,BT,low,24,8,0,null-guarded forwarder to hci-layer routine 0x65ea2
0x020760e0,btctrler_op_wrap_65f12,BT,low,32,10,0,"state-checked forwarder to 0x65f12, -EINVAL when idle"
0x02076100,bt_config_flag_write,BT,low,86,31,0,set/clear flag bit18 in packed bt config dword
0x02076156,bt_config_flag18_read,BT,low,32,10,0,extract flag bit18 from packed bt config dword
0x02076176,bt_config_flag15_read,BT,low,50,16,0,extract flag bit15 from packed bt config dword
0x020761a8,bt_stack_config_init,BT,med,196,54,0,"apply cfg to controller, zero l2cap global, default params"
0x0207626c,bt_memory_pool_setup,BT,med,24,10,0,link count stride-sized blocks into free list
0x02076284,bt_list_find_or_append,BT,med,20,8,0,find node in list else append at tail
0x02076298,bt_list_register_6e0,BT,low,14,5,0,register node in global list 0x1c0c6e0 if absent
0x020762a6,bt_feature_toggle_apply,BT,low,42,13,0,toggle cfg bit1 and push update to controller
0x020762d0,bt_service_node_register,BT,low,20,8,0,"init node with data, append to registry list"
0x020762e4,bt_handler_find_by_id,BT,med,28,11,0,find registered node by 16-bit id in list
0x02076300,bt_list_pop_head,BT,med,16,7,0,detach and return list head node
0x02076310,bt_list_add_unique,BT,med,20,9,0,push node at head if not already linked
0x02076324,bt_id_callback_register,BT,low,56,21,0,"alloc pool node, register callback under 16-bit id"
0x0207635c,flash_record_read,STORAGE_FS,med,134,49,0,bounded 32-byte record read via registered flash ops
0x020763e2,flash_record_read_latest,STORAGE_FS,med,144,53,0,"scan records, crc16-verify, return newest valid 32-byte record"
0x02076472,kv_header_load_or_format,STORAGE_FS,med,94,36,0,"load 14-byte store header id113, format if invalid"
0x020764d0,kv_entry_read_check,STORAGE_FS,low,58,18,0,"read 52-byte entry id114+slot, validate tag nibble"
0x0207650a,kv_store_wipe,STORAGE_FS,low,86,34,0,"erase all valid 52-byte entries, re-init header"
0x02076560,kv_store_gc,STORAGE_FS,low,282,103,0,"validate/rewrite entries, renumber slots, persist header"
0x0207667a,bt_mode_to_slot,BT,low,26,10,0,map mode 4/6/2 to slot 0/1/2 else -1
0x02076694,bt_mode_handler_set,BT,low,26,9,0,store 64-bit value into per-mode slot table
0x020766ae,bt_stack_init,BT,med,868,242,0,"bt host stack init: pools, l2cap, config, mac restore, task"
0x02076a12,hci_task_msg_post,BT,med,48,20,0,post small event message to hci/btstack task
0x02076a42,hci_connection_create,BT,med,232,78,0,"create connection entry for bdaddr, notify task"
0x02076b2a,hci_local_lmp_feature_test,BT,med,54,17,0,test bit20 of local LMP feature flags
0x02076b60,vm_store_cursor_adjust,STORAGE_FS,med,26,9,0,set/add/sub flash record-store write cursor
0x02076b7a,vm_chunk_write,STORAGE_FS,med,134,49,0,write 32-byte chunk through flash device vtable
0x02076c00,bt_linkkey_delete,BT,med,110,49,0,"scan pairing store, erase records matching bdaddr"
0x02076c6e,bt_stack_status_flag,BT,low,34,10,0,read masked bt stack busy/status flag
0x02076c90,hci_event_broadcast,BT,med,58,25,0,call all registered hci event handlers with packet
0x02076cca,bt_pairing_record_verify,BT,med,88,32,0,"read 32B pairing record, verify addr and crc16"
0x02076d22,bt_linkkey_get,BT,med,104,43,0,return 16-byte link key for device address
0x02076d8a,bt_linkkey_store,BT,med,480,152,0,"find or reuse slot, write 32B pairing record"
0x02076f6a,bt_linkkey_put,BT,med,98,39,0,insert link key record for device into store
0x02076fcc,bt_pairing_record_byte4_access,BT,low,130,52,0,read/update type byte of device pairing record
0x0207704e,bt_device_table_update,BT,low,34,16,0,"register/remove device addr, sync pairing record"
0x02077070,hci_conn_lookup_thunk,BT,med,10,3,0,thunk to connection-by-handle lookup
0x0207707a,hci_send_cmd_thunk,BT,med,10,3,0,thunk to hci command issuer
0x02077084,l2cap_next_sig_id,BT,med,20,6,0,increment and return l2cap signalling identifier
0x02077098,hci_pending_event_push,BT,low,62,26,0,"queue 8-byte event record, kick processing"
0x020770d6,asctime,MEMLIB,high,18,6,0,libc asctime: format broken-down time to string
0x020770e8,hci_max_acl_len_query,BT,med,28,8,0,return max acl data length 672 or 1006
0x02077104,l2cap_channel_signal_handler,BT,med,602,208,0,per-channel signalling: disconnect/config option parsing
0x0207735e,l2cap_channel_find_by_sig_id,BT,med,156,54,0,irq-safe channel list lookup by signalling id
0x020773fa,l2cap_acl_rx_handler,BT,med,946,342,0,"acl rx: cid dispatch, signalling cmds, l2cap events"
0x020777ac,l2cap_run,BT,med,578,217,0,"process channel states/timeouts, send signalling replies"
0x020779ee,cfree,MEMLIB,high,22,8,0,libc cfree: free allocated memory
0x02077a04,hci_vendor_events_broadcast,BT,low,112,43,0,"build 0xE2-tagged subevents, broadcast to handlers"
0x02077a74,bt_record_find_by_id_addr,BT,med,70,27,0,find list node by id and 6-byte address
0x02077aba,bt_record_alloc_add,BT,med,86,31,0,"allocate 1236B node, init addr/id, link list"
0x02077b10,bt_connection_list_poll,BT,low,134,49,0,"iterate connection list, service pending states/timeouts"
0x02077b96,hci_event_handler,BT,med,2190,701,0,btstack hci event dispatcher: conn/linkkey/le-meta events
0x02078424,hci_can_send_query,BT,low,36,12,0,query tx availability from stack counters
0x02078448,bt_listeners_event_notify,BT,low,224,82,0,emit 4-byte event 0x78 to registered callbacks
0x02078528,ble_entry_find_by_addr,BT,med,44,15,0,find le connection entry by 6-byte address
0x02078554,le_service_item_bind,BT,low,66,24,0,bind rodata service item into free entry slot
0x02078596,ble_entry_alloc,BT,med,136,45,0,"allocate le connection entry, register service items"
0x0207861e,bt_pairing_record_byte5_access,BT,low,98,37,0,read/update flag byte of device pairing record
0x02078680,l2cap_channel_create,BT,med,220,78,0,"allocate/init l2cap channel, register and configure"
0x0207875c,ble_entry_find_by_handle,BT,med,50,16,0,find le entry by handle in two-slot table
0x0207878e,l2cap_tx_packet_build,BT,low,76,30,0,"fill tx packet header fields and payload, enqueue"
0x020787da,l2cap_channel_data_send,BT,low,76,29,0,"lookup channel, copy payload, transmit; panic on failure"
0x02078826,l2cap_data_send,BT,med,16,8,0,"send L2CAP packet by handle, return success flag"
0x02078836,avdtp_signal_msg_send,BT,high,54,20,0,"build AVDTP 2-byte signaling header, send via L2CAP"
0x0207886c,avdtp_signal_cmd_send,BT,high,80,32,0,build and send AVDTP signaling command incl delayreport
0x020788bc,avdtp_discover_cmd_send,BT,med,54,20,0,send DISCOVER signal then reset both SEP states
0x020788f2,avdtp_connect_event_handle,BT,med,76,26,0,"on connect: start discover, notify registered listeners"
0x0207893e,l2cap_channel_close_req,BT,med,30,11,0,"lookup channel by handle, request close when active"
0x0207895c,avdtp_delayreport_send,BT,med,22,8,0,send DELAYREPORT signal with queued payload byte
0x02078972,avdtp_session_event_dispatch,BT,med,210,79,0,dispatch session events 13/50/51/59 to listeners
0x02078a44,avdtp_discover_rsp_build,BT,high,108,41,0,DISCOVER handler: collect both SEPs' info into response
0x02078ab0,avdtp_sep_find_by_seid,BT,high,26,9,0,find stream endpoint by 6-bit SEID in table
0x02078aca,avdtp_get_capabilities_handle,BT,med,118,52,0,"GET_(ALL_)CAPABILITIES: query SEP ops, build reply"
0x02078b40,avdtp_set_configuration_handle,BT,med,202,83,0,"SET_CONFIGURATION: bind SEP, configure via ops vtable"
0x02078c0a,avdtp_get_configuration_handle,BT,med,112,48,0,GET_CONFIGURATION: return current SEP configuration
0x02078c7a,avdtp_reconfigure_handle,BT,med,156,65,0,RECONFIGURE: apply codec/reporting capability changes
0x02078d16,avdtp_open_handle,BT,med,144,60,0,OPEN signal: move configured SEP to open state
0x02078da6,avdtp_start_handle,BT,med,146,59,0,START signal: move open SEP to streaming state
0x02078e38,avdtp_close_handle,BT,med,154,65,0,"CLOSE signal: stop stream, release SEP flags"
0x02078ed2,avdtp_suspend_handle,BT,med,144,61,0,SUSPEND signal: streaming SEP back to open state
0x02078f62,avdtp_abort_handle,BT,med,84,35,0,ABORT signal: force SEP to aborted state
0x02078fb6,avdtp_accept_rsp_send,BT,med,54,20,0,send 2-byte AVDTP accept response for signal
0x02078fec,avdtp_media_rtp_rx,BT,med,366,135,0,"media RX: validate RTP header/seq, route to SEP"
0x0207915a,avdtp_open_rsp_commit,BT,low,72,28,0,"finalize SEP open state, emit signal response"
0x020791a2,avdtp_signaling_packet_process,BT,high,766,278,0,"parse AVDTP signaling packet, dispatch signal handlers"
0x020794a0,avdtp_disconnect_req,BT,med,20,7,0,"mark signaling channel disconnecting, request close"
0x020794b4,a2dp_feature_mask_test,BT,low,12,4,0,test argument bits against global capability mask
0x020794c0,a2dp_state_flags_update,BT,med,1000,339,0,"update A2DP connection flags, emit btstack events"
0x020798a8,a2dp_connect_ind_handle,BT,low,282,100,0,"connect indication: find device by address, notify listeners"
0x020799c2,avdtp_sep_error_notify,BT,low,52,18,0,notify all listeners of SEP abort with error
0x020799f6,avdtp_l2cap_event_dispatch,BT,med,556,204,0,"L2CAP event router: signaling/media RX, connect, close"
0x02079c22,avdtp_service_cap_parse,BT,med,814,292,0,"parse AVDTP capabilities, extract SBC rate and channels"
0x02079f50,a2dp_media_data_write,BT,low,58,22,0,route received media packet toward decoder output
0x02079f8a,a2dp_media_sessions_poll,BT,low,78,27,0,"iterate three stream sessions, flush pending media"
0x02079fd8,a2dp_state_flag_set,BT,low,50,16,0,set connection state bits on current device record
0x0207a00a,a2dp_user_ctrl_dispatch,BT,med,734,267,0,fifteen-case A2DP user command and state dispatcher
0x0207a2e8,bt_handle_entry_lookup,BT,low,38,13,0,scan two-entry table for matching channel handle
0x0207a30e,u24_pack_le,BT,med,16,7,0,pack three bytes into one 24-bit value
0x0207a31e,avrcp_vendor_cmd_dispatch,BT,med,86,35,0,"match BT-SIG company id, call registered PDU handler"
0x0207a374,avctp_tx_flush,BT,med,36,14,0,"transmit queued AVCTP message, clear pending flag"
0x0207a398,avrcp_packet_build_send,BT,med,160,56,0,"build AVCTP frame with PID 0x110E, queue payload"
0x0207a438,bt_event_flag_set,BT,low,18,6,0,"set event bit in session flags, notify task"
0x0207a44a,avctp_avrcp_packet_handle,BT,high,794,276,0,"validate AVCTP PID 0x110E, dispatch AV/C passthrough/unit/vendor opcodes"
0x0207a764,avctp_channel_find_by_addr,BT,high,48,17,0,"scan two-slot channel table, memcmp 6-byte bdaddr"
0x0207a794,avctp_channel_alloc_init,BT,high,92,36,0,"take free channel slot, init defaults, addr, callbacks"
0x0207a7f0,bt_event_wakeup_thunk,BT,med,12,4,0,u16-arg thunk into os_event_wakeup
0x0207a7fc,avctp_pending_wakeup_cancel,BT,med,22,9,0,"cancel pending AVCTP wakeup/timer, clear record"
0x0207a812,avctp_channel_free,BT,med,100,39,0,"notify listeners, clear flags, release channel slot"
0x0207a876,avctp_channel_link_setup,BT,med,146,60,0,"find-or-alloc channel, register CID, flags, notify"
0x0207a908,avctp_l2cap_event_dispatch,BT,med,422,164,0,route l2cap events 0x70-0x7A and AVRCP rx packets
0x0207aaae,avctp_timer_set_scaled,BT,low,58,20,0,"store timeout unit, scale to ms, arm sys timer"
0x0207aae8,avctp_conn_state_ctrl,BT,med,252,96,0,connect/disconnect/timeout control for AVCTP channel
0x0207abe4,avrcp_status_flag_sync,BT,low,534,203,0,"sync play/pause status bits, notify, register event ids"
0x0207adfa,avctp_tx_seq_send,BT,low,78,32,0,"bump 4-bit tx sequence, build and send AVCTP packet"
0x0207ae48,avrcp_get_element_attrs_send,BT,high,68,25,0,send AVRCP GetElementAttributes PDU 0x20 request
0x0207ae8c,avrcp_rsp_event_parse,BT,med,928,367,0,"parse AVRCP responses: events bitmask, playback status, dispatch"
0x0207b22c,sdp_channel_close_if_active,BT,med,26,10,0,close SDP l2cap channel when query active
0x0207b246,sdp_channel_open,BT,med,54,20,0,"open SDP l2cap channel (PSM 1), store query UUID"
0x0207b27c,store_be16,BT,high,16,6,0,write u16 big-endian at buffer offset
0x0207b28c,sdp_de_seq_header_store,BT,med,14,7,0,write SDP sequence header byte plus BE16 length
0x0207b29a,sdp_de_header_reserve,BT,med,8,4,0,emit placeholder 3-byte data element header
0x0207b2a2,sdp_uuid128_de_store,BT,high,34,16,0,"store UUID128 data element (0x1C, 16 bytes)"
0x0207b2c4,store_be32,BT,high,38,15,0,write u32 big-endian at buffer offset
0x0207b2ea,sdp_data_element_store,BT,high,72,32,0,encode SDP data element header and BE payload
0x0207b332,sdp_de_size_class,BT,high,6,2,0,extract SDP element size descriptor (low 3 bits)
0x0207b338,sdp_de_header_len_calc,BT,med,26,10,0,map size class to element header byte count
0x0207b352,sdp_de_type,BT,high,6,2,0,extract SDP element type (bits 3..7)
0x0207b358,sdp_de_record_len,BT,high,80,33,0,compute total SDP data element record length
0x0207b3a8,l2cap_channel_exists,BT,med,16,7,0,bool: channel lookup by sig id non-null
0x0207b3b8,sdp_l2cap_send_guarded,BT,med,26,12,0,send SDP packet when length and channel valid
0x0207b3d2,sdp_search_attr_req_send,BT,med,234,80,0,build/send ServiceSearchAttributeRequest for UUID
0x0207b4bc,sdp_query_session_ctrl,BT,med,154,61,0,SDP client query state machine: start/abort/retry PnP
0x0207b556,sdp_de_seq_foreach,BT,med,90,34,0,walk SDP sequence elements invoking callback each
0x0207b5b0,sdp_record_uuid_match,BT,low,30,13,0,scan service record for requested UUID match
0x0207b5ce,sdp_l2cap_close_thunk,BT,med,8,3,0,thunk to l2cap_channel_close_req
0x0207b5d6,sdp_service_search_handler,BT,med,380,128,0,"PDU 2 handler: match services, build search response"
0x0207b752,sdp_uint16_seq_scan,BT,low,138,49,0,"iterate sequence, callback per uint16 element value"
0x0207b7dc,sdp_first_uint16_get,BT,low,30,11,0,return first uint16 attribute value via scanner
0x0207b7fa,sdp_uint16_params_get,BT,low,52,20,0,collect uint16 protocol params into out struct
0x0207b82e,sdp_service_attr_handler,BT,med,320,114,0,PDU 4 handler: build ServiceAttributeResponse from record
0x0207b96e,sdp_search_attr_handler,BT,med,844,314,0,PDU 6 handler plus SDP l2cap server dispatcher
0x0207bcba,sdp_record_attr_find,BT,low,30,11,0,"scan record elements via callback, return match"
0x0207bcd8,sdp_tx_stream_write,BT,med,204,87,0,"append bytes to SDP response stream, update counters"
0x0207bda4,sdp_get_normalized_uuid,BT,high,104,40,0,"parse SDP UUID element (16/32/128-bit), normalize with base UUID"
0x0207be0c,sdp_record_matches_service_search_pattern,BT,med,132,54,0,match SDP record attributes/UUIDs against search pattern
0x0207be90,sdp_tx_pending_flush,BT,low,32,11,0,"commit pending SDP tx length, notify channel, clear"
0x0207beb0,sdp_master_launch_connection,BT,med,986,318,0,"orchestrate profile connects, send SDP query per service UUID"
0x0207c28a,bt_busy_timer_tick,BT,low,30,9,0,"decrement busy counter in bt context, report active"
0x0207c2a8,bt_cmd_timer_tick,BT,low,30,9,0,"decrement pending-command counter, report still pending"
0x0207c2c6,user_cmd_timeout_check,BT,med,226,73,0,"scan command records, decrement nibbles, post retry messages"
0x0207c3a8,bt_conn_send_step_scan,BT,low,152,54,0,"iterate two BT connections, advance per-conn send steps"
0x0207c440,bt_profile_channel_add,BT,med,224,77,0,"allocate 24-byte channel record, mark profile connecting"
0x0207c520,sdp_channel_query_launch,BT,low,50,18,0,"mark channel busy, start/retry SDP query unless SDP UUID"
0x0207c552,bt_profile_channel_remove,BT,med,138,50,0,"free channel record, save peer addr, rotate index"
0x0207c5dc,hci_connectable_control,BT,med,42,13,0,"set/clear connectable flag, issue HCI scan command"
0x0207c606,hci_inquiry_scan_off,BT,low,10,3,0,thunk disabling inquiry scan via irq-locked helper
0x0207c610,hci_page_scan_off,BT,low,10,3,0,thunk disabling page scan via helper
0x0207c61a,user_cmd_loop_handler,BT,med,2030,623,0,BT user-command run loop; also HID device-name setup
0x0207ce08,bt_peer_addr_save,BT,low,22,8,0,store peer bdaddr plus length into saved-addr struct
0x0207ce1e,bt_hci_event_dispatch,BT,med,746,269,0,"dispatch HCI ACL events: connect, disconnect, key handling"
0x0207d108,bt_channel_mtu_store,BT,low,130,43,0,irq-locked per-channel u16 min/mtu store by index
0x0207d18a,att_ccc_flag_set,BT,low,30,10,0,set flag in 8-byte ATT record for handle index
0x0207d1a8,net_store_16,BT,high,16,6,0,store u16 big-endian at buffer offset
0x0207d1b8,reverse_bytes,BT,high,24,10,0,reverse-copy N bytes into destination
0x0207d1d0,reverse_128,BT,high,8,4,0,reverse 16-byte key into destination
0x0207d1d8,little_endian_store_16,BT,high,16,6,0,store u16 little-endian at buffer offset
0x0207d1e8,reverse_bd_addr,BT,high,8,4,0,reverse 6-byte bluetooth address
0x0207d1f0,ptr_is_null,BT,low,10,5,0,return boolean argument-is-null
0x0207d1fa,store_le32_at_field11,BT,low,16,8,0,write u32 little-endian at struct offset 11
0x0207d20a,bt_bond_flag_get_thunk,BT,low,8,3,0,tail-call thunk into bond-db flag helper
0x0207d212,bt_bond_param_stage,BT,low,72,30,0,"stage four u16 fields into bond context, commit"
0x0207d25a,bt_bond_param_update,BT,low,44,16,0,copy data into bond context then stage params
0x0207d286,reverse_bytes_local,BT,med,24,10,0,local duplicate reverse-copy helper for addr/key
0x0207d29e,bt_get_current_conn_addr,BT,low,70,28,0,"return current connection peer addr/type, fallback local"
0x0207d2e4,big_endian_read_32,BT,high,24,9,0,read u32 big-endian from byte buffer
0x0207d2fc,reverse_56,BT,med,10,4,0,reverse 7-byte field into destination
0x0207d306,bt_bond_record_match,BT,med,78,33,0,"match bond record by addr, plus key if authenticated"
0x0207d354,bt_bond_db_lookup,BT,med,168,61,0,"iterate VM bond slots, match address and 16-byte key"
0x0207d3fc,reverse_64,BT,med,10,4,0,reverse 8-byte field into destination
0x0207d406,bt_link_key_type_get,BT,med,42,16,0,return current connection link key type 0..3
0x0207d430,bt_get_local_addr_reversed,BT,low,48,20,0,"return local bdaddr reversed, zeros when no connection"
0x0207d460,bt_bond_db_delete_record,BT,med,102,37,0,"erase VM bond slot, compact index table, persist"
0x0207d4c6,bt_bond_db_remove_records,BT,med,132,47,0,"iterate bonded device table, remove records matching address"
0x0207d54a,bt_bond_db_add_record,BT,med,380,145,0,"build 52-byte device record, dedupe, persist via VM write"
0x0207d6c6,bt_bond_db_find_record,BT,med,124,44,0,"find bonded record by address, type and callback"
0x0207d742,bt_bond_db_find_wrapper,BT,low,12,6,0,argument-swap wrapper around bt_bond_db_find_record
0x0207d74e,sub_0207d74e,UNKNOWN,low,8,3,0,tail-call wrapper to 0x020754c6
0x0207d756,asctime,MEMLIB,high,18,6,0,format broken-down time to static string
0x0207d768,bt_hci_transport_task,BT,med,1042,336,0,btstack HCI message dequeue and opcode dispatch loop
0x0207db7a,bt_stack_flag_clear,BT,low,18,5,0,clear byte flag at bt state struct +533
0x0207db8c,bt_bond_db_remove_type10,BT,low,118,42,0,remove type-10 bonded records matching address
0x0207dc02,bt_config_set_field3,BT,low,10,4,0,set bt config field 3 via helper
0x0207dc0c,read_le16,MEMLIB,med,12,4,0,read little-endian u16 from byte stream
0x0207dc18,bt_bond_db_has_addr,BT,low,48,20,0,check bonded device existence by address
0x0207dc48,bt_bond_db_validate,BT,low,94,33,0,"validate device db header flags, conditionally check entry"
